itemID,userID,rating
247237,2,5
11594325,2,2
246698,2,5
260787,2,5
339611,2,4
504505,2,5
9513027,2,1
306476,2,5
39504618,2,4
249168,2,5
246992,2,2
250232,2,5
246146,2,1
246643,2,5
282143,2,5
254053,2,4
252507,2,5
14334974,2,1
248696,2,1
258399,2,1
245878,2,5
633918,2,1
246643,2,4
248285,2,5
246787,2,5
261395,2,5
13866988,2,5
247369,2,3
253507,2,5
9509799,2,1
13999576,2,1
252577,2,4
246752,2,5
259593,2,5
247322,2,5
13895285,2,1
9048166,2,1
252077,2,5
250929,2,4
267968,2,2
13650206,2,2
20692276,2,5
942577,2,4
248891,2,5
26936957,2,3
278719,2,1
316687,2,5
250474,2,5
19895589,2,1
257807,2,4
304581,2,4
248007,2,4
25894506,2,1
286413,2,5
10846147,2,1
256176,2,2
254053,2,5
38322659,2,1
263467,2,5
253132,2,5
250426,2,3
248515,2,3
278658,2,1
254510,2,5
278719,2,2
26492932,2,1
254510,2,4
10234211,2,5
269405,2,5
270491,2,5
19644216,2,3
254743,2,5
279935,2,4
250480,2,5
249201,2,5
309847,2,3
250426,2,1
246721,2,5
245724,2,5
13715701,2,1
14103622,2,5
9438812,2,3
246643,2,3
259074,2,4
267727,2,5
246314,2,5
9425690,2,3
248776,2,1
249908,2,5
13550320,2,5
254304,2,4
13534950,2,1
250015,2,4
264298,2,1
2318111,2,1
256496,2,5
9469717,2,3
247613,2,5
257910,2,2
249211,2,4
396022,2,5
250679,2,3
13534950,2,4
272921,2,4
1487209,2,4
252341,2,5
434035,2,5
18656507,2,5
11594461,2,1
9058328,2,5
249059,2,5
248563,2,5
14572273,2,5
20153584,2,5
251923,2,5
26702342,2,5
248515,2,4
265683,2,5
9939374,2,1
19100198,2,1
248214,2,5
28543283,2,3
2951024,2,1
11436788,2,5
9612156,2,4
13550320,2,4
18650732,2,1
9199092,2,3
255678,2,3
252796,2,4
246090,2,5
250391,2,5
245751,2,5
342778,2,1
13536370,2,5
250078,2,5
249400,2,1
13882263,2,1
306174,2,5
279935,2,5
256410,2,4
246243,2,5
281741,2,3
246783,2,5
327860,2,5
26525303,2,3
256480,2,5
22571229,2,1
250929,2,5
292012,2,5
13534950,2,3
251041,2,5
262910,2,1
246942,2,5
3246067,2,5
25861986,2,1
253833,2,4
250202,2,5
324378,2,5
249943,2,1
246271,2,5
375261,2,5
20343053,2,4
246165,2,4
250129,2,5
248224,2,3
248908,2,5
13865179,2,2
260700,2,5
298141,2,5
249181,2,5
247716,2,5
37523929,2,1
246426,2,5
9058328,2,4
263718,2,4
13550320,2,2
323062,2,5
248426,2,5
259074,2,3
18595828,2,1
249582,2,5
250426,2,2
246187,2,5
245803,2,1
257387,3,1
275320,3,5
248426,3,5
19684776,3,1
8942384,3,5
293669,3,3
18656507,3,5
314092,3,4
27045903,3,1
279935,3,5
11594461,3,1
248022,3,5
248214,3,5
281801,3,5
9279733,3,1
18650732,3,1
9438812,3,3
246202,3,2
26603696,3,2
246134,3,5
265116,3,1
8859072,3,5
10775373,3,5
309785,3,5
251740,3,4
19514700,3,5
263467,3,5
10938390,3,5
267365,3,5
9671843,3,1
9283995,3,1
247087,3,5
254510,3,5
31399306,3,5
247440,3,5
249211,3,4
256704,3,5
9675144,3,1
250426,3,1
294280,3,3
37258073,3,1
26653127,3,1
286138,3,4
254743,3,4
247129,3,5
19644216,3,2
246474,3,5
269803,3,5
13999576,3,1
8882841,3,2
275410,3,5
271236,3,1
253171,3,2
257348,3,5
249273,3,5
248214,3,2
262853,3,5
254510,3,4
13534950,3,3
19491082,3,2
248751,3,5
9293187,3,1
352874,3,5
306476,3,5
250491,3,2
245762,3,5
302153,3,5
257792,3,5
245910,3,4
20153584,3,5
11274480,3,1
246471,3,4
348580,3,3
607697,3,5
248188,3,1
442192,3,3
314137,3,5
251360,3,4
251122,3,5
246801,3,5
249233,3,4
8887530,3,4
250929,3,5
256712,3,4
246767,3,1
20343053,3,1
18599686,3,3
13715701,3,1
256966,3,5
252659,3,5
252531,3,4
248214,3,3
13874461,3,1
254791,3,4
247292,3,5
256970,3,5
526385,3,5
27399278,3,1
249769,3,4
248147,3,5
249355,3,5
250679,3,2
247387,3,2
247788,3,5
708399,3,5
3275307,3,3
246146,3,1
3221328,3,5
251263,3,1
261998,3,2
2243787,3,1
2318111,3,1
13534950,3,4
250004,3,5
249052,3,1
248033,3,5
9566497,3,5
326699,3,5
9421091,3,5
249908,3,5
26701660,3,1
254053,3,4
245765,3,5
253452,3,5
9939374,3,1
249725,3,5
249612,3,5
255346,3,5
246787,3,5
18510840,3,1
26210286,3,1
246146,3,2
277250,3,5
251247,3,4
247978,3,5
14334974,3,1
265001,3,1
252069,3,4
278719,3,2
254484,3,5
256369,3,2
20334292,3,5
247460,3,1
247754,3,1
313111,3,4
261069,3,1
13873120,3,1
246165,3,3
367421,3,1
18888289,3,1
258160,3,5
20178987,3,3
264842,3,5
9815114,3,1
248947,3,5
245980,3,5
257361,3,4
26702144,3,1
11559285,3,1
252020,3,5
279292,3,3
248224,3,3
13525239,3,2
246146,3,3
10846147,3,1
250202,3,5
247189,3,5
263283,3,4
9633710,3,4
252704,3,1
18653675,3,5
9938470,3,5
246698,3,4
9938470,4,5
13999576,4,3
263467,4,5
272270,4,5
249639,4,5
252161,4,4
292640,4,2
248522,4,3
325874,4,4
253041,4,4
18604000,4,2
251899,4,5
260052,4,4
246090,4,5
247286,4,5
269405,4,5
281801,4,5
246982,4,1
19895589,4,1
10767095,4,5
367421,4,1
260787,4,5
271013,4,2
246942,4,5
253507,4,5
334715,4,2
300935,4,4
245878,4,5
13534950,4,5
246721,4,5
252725,4,5
247387,4,1
245767,4,3
9901690,4,5
248711,4,5
257933,4,4
8826560,4,4
250084,4,4
18662030,4,2
248214,4,3
248214,4,5
262602,4,5
312711,4,1
469625,4,5
250679,4,4
26828478,4,3
26139898,4,1
247095,4,5
265280,4,4
273023,4,5
286912,4,5
363911,4,3
245940,4,5
28369687,4,1
247460,4,1
9180134,4,1
247275,4,5
10874246,4,5
248214,4,4
13523972,4,5
278719,4,1
9072498,4,5
9438812,4,4
247387,4,2
248787,4,1
9305584,4,1
249484,4,5
3248222,4,1
254746,4,1
250201,4,2
254825,4,5
252507,4,5
248776,4,2
18656507,4,5
13534950,4,3
256567,4,1
259958,4,3
284849,4,1
9367536,4,3
249168,4,5
265056,4,4
268311,4,5
13534950,4,4
13526376,4,1
254743,4,5
22575251,4,5
3254790,4,5
265147,4,3
245767,4,5
9535231,4,2
248654,4,5
9061525,4,5
246165,4,2
254053,4,5
248681,4,4
250426,4,1
245841,4,3
10757480,4,1
249400,4,1
253171,4,2
250046,4,5
251312,4,5
11612717,4,1
300884,4,4
247369,4,5
246562,4,5
251546,4,2
8786143,4,1
248426,4,5
23749609,4,5
9058328,4,4
249168,4,4
18593363,4,2
248270,4,5
248941,4,5
251589,4,1
246146,4,1
256298,4,5
8859072,4,5
262112,4,4
246801,4,5
251058,4,5
9535231,4,1
245885,4,5
13867694,4,1
249579,4,5
289047,4,5
313111,4,4
255745,4,5
20178840,4,1
245942,4,5
13534950,4,2
253041,4,3
18599565,4,5
1000015742,4,5
264298,4,1
248950,4,5
250418,4,5
251574,4,5
248918,4,4
260387,4,4
259127,4,5
250399,4,5
257536,4,5
13534950,4,1
246857,4,5
247949,4,5
250412,4,5
263529,4,4
257686,4,5
253561,4,4
246010,4,5
263871,4,3
248947,4,5
246745,4,5
245910,4,5
247369,4,4
248345,4,5
249762,4,5
28543283,4,4
22017779,4,1
268222,4,5
3134922,4,5
306476,5,5
392094,5,5
9620939,5,1
252020,5,5
246146,5,2
334715,5,1
286540,5,5
2318111,5,1
252566,5,5
347861,5,5
252487,5,5
9293145,5,5
26407100,5,5
18656507,5,5
18599780,5,5
18888289,5,1
255150,5,3
19140851,5,1
28639367,5,1
464275,5,5
246762,5,5
251625,5,5
26119376,5,1
261069,5,3
285333,5,5
272878,5,2
254845,5,5
254053,5,4
13999576,5,2
9635251,5,4
18594214,5,1
9293060,5,3
251119,5,5
248655,5,5
26687559,5,2
315419,5,3
13883603,5,3
251853,5,5
248927,5,5
250346,5,5
28371093,5,1
248224,5,4
909708,5,1
249675,5,2
9393895,5,3
340300,5,4
261765,5,5
21217540,5,4
18650732,5,1
250848,5,2
249168,5,5
247784,5,5
246835,5,5
388463,5,3
249245,5,3
246165,5,2
20924307,5,5
13882263,5,1
273301,5,4
9901690,5,3
246801,5,5
10846147,5,1
37655790,5,3
251894,5,5
249201,5,5
245910,5,5
250426,5,1
245757,5,5
22571229,5,1
3167915,5,1
340429,5,5
250639,5,3
253935,5,5
28070437,5,1
603208,5,5
252406,5,5
18599565,5,5
249490,5,5
13534950,5,4
247247,5,2
31399306,5,5
255721,5,5
251229,5,5
300935,5,5
1880720,5,5
266032,5,5
258956,5,3
251263,5,1
251744,5,4
9744299,5,1
340429,5,3
250285,5,3
267719,5,5
251411,5,5
251782,5,5
271055,5,5
13874461,5,1
249579,5,5
246186,5,5
13869068,5,5
38101147,5,5
271787,5,1
246006,5,5
262697,5,4
265805,5,5
317245,5,5
9468880,5,1
255791,5,3
256057,5,2
246471,5,5
13534950,5,3
703237,5,4
254231,5,5
10757185,5,5
246146,5,1
417167,5,5
249233,5,5
246562,5,5
23591889,5,1
9293187,5,1
246736,5,5
247247,5,3
18593363,5,1
262853,5,3
248924,5,1
254088,5,1
248690,5,5
11324885,5,1
312386,5,3
255755,5,5
257793,5,5
245934,5,5
10034123,5,5
281801,5,5
26969232,5,1
254053,5,2
261507,5,5
247387,5,2
19100198,5,1
250929,5,5
13715701,5,1
247441,5,2
543992,5,2
293905,5,5
250399,5,5
252531,5,1
246500,5,5
18599686,5,5
259149,5,5
254053,5,5
245769,5,5
294711,5,5
313111,5,4
9072498,5,5
247733,5,4
252733,5,3
38643008,5,1
246540,5,5
18992816,5,2
2911524,5,1
251432,5,5
11691465,5,5
267174,5,5
248426,5,5
19687570,5,1
18655934,5,3
248214,5,4
13538475,5,5
13538460,5,5
253507,5,5
252507,6,5
20153584,6,5
246271,6,4
246543,6,3
253469,6,5
321703,6,5
27140372,6,2
248214,6,4
246721,6,5
253126,6,5
13534950,6,3
259070,6,4
246767,6,2
246742,6,4
373266,6,4
248224,6,2
274579,6,5
246090,6,5
247802,6,5
251740,6,4
13882263,6,1
254703,6,5
22241388,6,1
249686,6,5
250604,6,4
3134922,6,5
1880149,6,5
254053,6,4
11618111,6,1
275517,6,5
253507,6,5
603208,6,4
248094,6,3
262334,6,5
250444,6,5
265804,6,5
296474,6,4
322598,6,5
256916,6,5
856207,6,1
249168,6,5
246085,6,5
263616,6,4
249726,6,5
255516,6,1
254994,6,1
313111,6,3
251899,6,5
263467,6,5
278719,6,1
19696998,6,1
313111,6,2
607697,6,4
260519,6,3
251765,6,2
250468,6,4
303427,6,2
267968,6,5
246871,6,4
258147,6,5
272542,6,5
254848,6,2
18893968,6,1
250446,6,5
248871,6,5
303064,6,5
9636290,6,1
312467,6,4
249201,6,5
9293187,6,1
250604,6,3
36945300,6,1
245878,6,5
245864,6,4
253170,6,4
246762,6,5
249181,6,5
9141139,6,3
20178840,6,1
1071485,6,3
250174,6,5
247712,6,5
270739,6,3
245969,6,2
18317546,6,3
3263317,6,5
246373,6,5
251068,6,5
10045360,6,3
247369,6,3
247956,6,5
271994,6,2
258710,6,4
250003,6,5
490880,6,5
12535739,6,3
255408,6,2
248839,6,5
10767567,6,1
300935,6,4
10846147,6,1
266385,6,5
313373,6,5
248224,6,3
261069,6,3
18596806,6,1
28285642,6,1
247716,6,5
247949,6,5
252341,6,3
13534950,6,2
252725,6,5
254510,6,5
249327,6,5
258604,6,4
266198,6,5
248214,6,5
254053,6,5
260769,6,3
249064,6,5
247545,6,3
19499165,6,1
10030993,6,1
248114,6,5
254510,6,3
253878,6,5
248363,6,5
246942,6,5
248344,6,5
247095,6,5
247623,6,5
398179,6,5
14572273,6,5
255578,6,4
247440,6,5
27140372,6,4
31055290,6,1
9939374,6,1
262515,6,3
19689370,6,5
283235,6,2
254743,6,4
251467,6,4
39347249,6,4
283340,6,1
259299,6,5
247247,6,2
247460,6,1
246722,6,5
252179,6,5
254355,6,5
9243665,6,3
248048,6,5
379249,6,2
13534950,6,1
249508,6,4
22223955,6,1
253990,6,5
255382,6,3
248950,6,5
246392,6,2
249855,6,4
260700,6,5
18650732,6,1
26234004,6,1
259552,6,5
251586,6,5
13534950,6,4
313111,6,5
253653,6,3
260014,6,5
248908,6,5
255755,6,5
9744299,6,1
2318111,6,1
246698,6,5
3220519,6,1
248655,6,5
246072,6,5
9400391,7,1
281801,7,5
258160,7,5
11624333,7,1
253034,7,3
23527364,7,1
255535,7,5
251452,7,5
249844,7,5
248504,7,5
261497,7,5
360403,7,4
259749,7,4
247460,7,1
8899394,7,4
312594,7,5
316687,7,5
248094,7,5
265805,7,5
253507,7,5
253619,7,5
278719,7,3
302153,7,5
246471,7,5
18593091,7,1
266385,7,5
246942,7,5
262107,7,5
254703,7,5
275165,7,1
248206,7,5
250679,7,2
13865179,7,2
245910,7,4
245918,7,5
249958,7,4
340820,7,5
246039,7,3
312467,7,5
300935,7,4
13868852,7,5
248950,7,4
20343053,7,2
252820,7,1
9938470,7,5
249484,7,5
294711,7,4
2318111,7,1
248871,7,5
13534950,7,3
247440,7,5
394928,7,4
254510,7,5
245751,7,5
10045360,7,2
259461,7,5
703237,7,1
292300,7,5
249257,7,3
13536370,7,5
247938,7,5
278719,7,1
246758,7,5
13882263,7,1
250034,7,5
256907,7,5
254515,7,5
248342,7,5
246090,7,5
18599565,7,5
18656507,7,5
18599686,7,5
265683,7,5
247519,7,5
251851,7,3
246435,7,4
254510,7,4
254027,7,4
248902,7,5
246999,7,5
246715,7,2
250426,7,2
13895285,7,3
248033,7,5
249664,7,2
262830,7,5
250491,7,1
250107,7,4
250426,7,3
25363765,7,2
246577,7,3
265756,7,5
248787,7,1
19880483,7,2
9438812,7,1
9421091,7,5
26891852,7,1
246083,7,5
247275,7,5
250084,7,5
26709893,7,2
248037,7,5
306476,7,5
250232,7,5
254915,7,3
13538475,7,5
248696,7,1
262334,7,5
246987,7,5
250933,7,5
248654,7,5
248449,7,5
759739,7,5
398179,7,5
246738,7,2
247956,7,5
319206,7,1
248426,7,5
254994,7,2
36293205,7,1
259793,7,5
249784,7,5
249579,7,5
253407,7,4
247810,7,5
297657,7,5
293204,7,5
249832,7,5
252424,7,4
253093,7,5
20334292,7,5
247676,7,4
247811,7,5
261069,7,4
19895589,7,1
246820,7,5
13534950,7,5
371301,7,4
248296,7,5
257130,7,5
249342,7,5
252424,7,5
250875,7,5
245749,7,5
249570,7,3
28625956,7,4
257933,7,5
13883603,7,1
246742,7,5
249541,7,4
259872,7,3
246762,7,5
18599780,7,5
250853,7,5
255406,7,5
8859346,7,3
9633710,7,4
2772064,7,1
255598,8,5
256418,8,5
13992582,8,1
292459,8,5
247623,8,5
31264067,8,2
295246,8,4
9043442,8,1
13560602,8,1
1487209,8,5
305343,8,4
251899,8,5
18645747,8,3
246864,8,5
266576,8,5
269405,8,5
8786143,8,1
245878,8,5
18645757,8,1
8882841,8,2
247263,8,4
250084,8,5
9625960,8,3
247930,8,5
247371,8,4
9950642,8,1
246742,8,5
918231,8,3
252531,8,2
342778,8,5
257644,8,1
245750,8,5
249909,8,5
246783,8,5
247460,8,1
258189,8,1
246437,8,5
247229,8,5
250491,8,1
259958,8,3
298775,8,3
276419,8,5
254510,8,3
250009,8,4
253383,8,5
8844122,8,2
246343,8,3
9566497,8,5
11625998,8,1
26568865,8,1
28054796,8,1
26210286,8,1
246942,8,5
247658,8,4
248781,8,2
247545,8,3
247374,8,5
254994,8,1
259958,8,5
248610,8,2
246315,8,1
306476,8,5
286138,8,5
37400784,8,5
248153,8,4
247487,8,5
259418,8,5
18780948,8,1
246471,8,5
1000147607,8,1
249924,8,5
246770,8,5
245991,8,5
247545,8,1
13534950,8,4
245726,8,4
271753,8,5
415047,8,2
246426,8,5
247502,8,5
26165906,8,1
251384,8,3
247522,8,5
251360,8,2
246169,8,2
248711,8,5
19697570,8,5
703237,8,2
254005,8,5
251497,8,5
20153584,8,5
248082,8,5
253732,8,5
281801,8,5
255114,8,2
248542,8,5
10846147,8,1
264391,8,5
252194,8,5
251090,8,5
28625956,8,4
247440,8,5
254284,8,5
250491,8,3
248037,8,5
246801,8,5
247299,8,5
271131,8,5
249012,8,5
27023108,8,3
271193,8,4
255249,8,5
415047,8,1
248426,8,5
254825,8,5
250265,8,5
341629,8,4
18617302,8,1
294711,8,5
248688,8,5
249908,8,5
278719,8,3
253306,8,4
13538475,8,5
245981,8,5
245980,8,5
247925,8,5
20178840,8,1
266612,8,2
253646,8,4
245771,8,5
13534950,8,3
250470,8,5
312386,8,3
247460,8,2
245940,8,5
246742,8,2
267719,8,4
250679,8,3
18599565,8,5
3140026,8,1
248283,8,1
2318111,8,1
255755,8,5
13534950,8,5
249327,8,5
255531,8,2
246721,8,5
257241,8,5
13866631,8,2
18650732,8,1
245803,8,1
251958,8,2
342778,8,3
247387,8,4
255376,8,5
247369,8,5
246090,8,5
246471,8,4
246762,8,5
371981,8,1
3134922,8,5
18653675,8,5
10881688,9,5
274637,9,5
249639,9,5
312711,9,1
9628965,9,1
254743,9,4
247030,9,4
256175,9,1
13730305,9,1
245940,9,5
253624,9,5
272742,9,5
18599856,9,5
20492514,9,5
262978,9,5
266512,9,1
261395,9,5
247733,9,4
259987,9,1
251263,9,1
274627,9,1
303427,9,4
26603696,9,1
249247,9,3
245878,9,5
247519,9,5
21217540,9,4
21642761,9,1
258604,9,5
271055,9,5
434245,9,3
261487,9,5
250756,9,5
247623,9,5
8941979,9,2
251495,9,5
412205,9,1
11449101,9,1
254284,9,5
247030,9,5
18603381,9,1
252569,9,5
249201,9,5
246028,9,4
246471,9,5
2318111,9,2
845592,9,5
3245498,9,1
39347249,9,4
352629,9,2
246992,9,1
252569,9,4
276150,9,5
273301,9,2
13536370,9,5
265116,9,1
255026,9,5
246165,9,3
252172,9,5
245771,9,5
26492932,9,1
352874,9,5
245950,9,5
13715701,9,1
254404,9,5
247797,9,4
247170,9,5
13560602,9,1
248426,9,5
246365,9,5
246767,9,1
9939374,9,1
18642260,9,1
31055290,9,1
247460,9,2
249841,9,3
13882263,9,1
251899,9,5
13523622,9,5
13534950,9,5
253452,9,5
31399306,9,5
326699,9,5
28448628,9,1
9058328,9,4
1880720,9,5
248336,9,5
251118,9,3
253935,9,5
257709,9,5
256947,9,5
9939374,9,2
248859,9,5
251056,9,5
246942,9,5
266949,9,1
20208635,9,4
254510,9,2
245749,9,5
9072498,9,5
246437,9,5
248059,9,5
250174,9,3
250153,9,5
280652,9,5
300935,9,5
250399,9,5
246358,9,5
268222,9,3
248504,9,5
253487,9,5
13534950,9,2
249168,9,4
28625956,9,5
257815,9,5
250875,9,5
250604,9,4
9354312,9,2
254703,9,5
277897,9,5
3135850,9,4
306476,9,5
247723,9,3
248691,9,3
246647,9,5
256567,9,1
261402,9,4
246736,9,5
921220,9,1
247247,9,4
3196321,9,1
278719,9,2
254510,9,3
248206,9,5
335036,9,4
245905,9,3
27402684,9,4
248188,9,2
38101147,9,5
250084,9,5
250929,9,5
247847,9,5
247870,9,5
286507,9,1
341629,9,5
248949,9,5
20334292,9,5
247299,9,5
254133,9,5
333669,9,5
259282,9,5
247387,9,1
256428,9,4
286912,9,5
248690,9,5
253280,9,5
269803,9,5
247644,9,1
247067,9,5
347861,9,5
252020,9,5
247403,9,5
259418,9,5
13534950,9,4
246090,9,5
9659624,9,1
247784,9,5
249481,9,5
249841,9,5
20153584,9,5
254142,10,4
9529178,10,1
249012,10,5
253407,10,3
25824842,10,5
544233,10,3
245931,10,5
292934,10,3
10767567,10,1
258641,10,5
249168,10,5
248396,10,5
8998523,10,5
273022,10,2
247299,10,5
250245,10,2
247220,10,1
18656507,10,5
246458,10,1
467672,10,2
249201,10,5
262116,10,5
20153584,10,5
289685,10,3
3278481,10,1
247354,10,3
247708,10,5
248989,10,5
12963559,10,1
249582,10,5
8826729,10,5
8979944,10,5
262515,10,4
13730305,10,1
254703,10,5
19641422,10,3
263797,10,4
37020176,10,1
13869068,10,4
267125,10,5
247519,10,5
347113,10,5
259162,10,3
253383,10,5
11619562,10,1
26891852,10,1
261069,10,4
28625956,10,4
247731,10,5
252816,10,5
20208635,10,2
254510,10,4
9939374,10,1
246352,10,5
246271,10,5
252725,10,5
251765,10,1
252357,10,5
252531,10,1
251789,10,4
254743,10,5
250772,10,5
8826729,10,4
26493212,10,5
22575251,10,1
248033,10,5
300935,10,5
249489,10,5
246280,10,4
248690,10,5
278719,10,1
247460,10,1
253478,10,4
273765,10,5
247830,10,5
13690845,10,1
279448,10,1
249327,10,5
26114834,10,1
249908,10,5
247369,10,3
245940,10,5
251445,10,4
256418,10,5
248563,10,5
246335,10,5
17235964,10,5
253466,10,4
3184784,10,1
263718,10,5
257686,10,5
253280,10,2
18593363,10,1
250426,10,1
250933,10,4
254292,10,5
251586,10,5
274579,10,5
305343,10,5
249181,10,5
248344,10,5
250426,10,3
322598,10,5
246555,10,4
284551,10,5
255383,10,2
286136,10,4
252040,10,4
2318111,10,1
374319,10,5
323215,10,5
251542,10,5
249400,10,1
251452,10,5
8882841,10,2
10045360,10,5
248947,10,4
264324,10,5
246202,10,1
246090,10,5
9566497,10,4
259593,10,5
17487005,10,5
19514700,10,5
20343053,10,3
255598,10,5
256567,10,1
254088,10,1
11437515,10,5
267488,10,1
245762,10,5
257546,10,5
268252,10,5
252569,10,5
246623,10,5
272270,10,5
250679,10,3
265386,10,4
254994,10,1
247387,10,4
23123378,10,3
251744,10,3
290379,10,5
260895,10,5
281801,10,5
254632,10,4
246358,10,5
250929,10,5
250869,10,5
251596,10,5
248515,10,2
254301,10,3
247387,10,3
19895589,10,1
13536370,10,5
247053,10,5
252577,10,5
247139,10,5
254482,10,3
245803,10,1
250828,10,5
18651572,10,1
248241,10,5
260151,10,5
246254,10,5
248426,10,5
254510,10,5
263739,10,5
246762,10,5
248654,10,5
18653675,10,4
255419,10,1
265338,11,5
341629,11,4
246820,11,5
289862,11,5
248234,11,5
252335,11,5
9371936,11,4
9280355,11,3
256562,11,5
246801,11,5
246072,11,5
248796,11,5
253644,11,4
253935,11,5
247503,11,4
246201,11,5
300005,11,5
253383,11,5
265536,11,5
249146,11,4
273266,11,2
256704,11,5
249642,11,3
11619562,11,1
250352,11,5
250153,11,5
248102,11,5
279599,11,5
248468,11,5
254355,11,4
304782,11,1
256942,11,2
245878,11,5
259149,11,4
248285,11,5
248426,11,5
468546,11,5
23870176,11,1
26234004,11,1
410935,11,4
8852434,11,1
603208,11,3
248864,11,3
277273,11,4
247387,11,1
249168,11,5
247272,11,5
26522922,11,1
268598,11,5
302153,11,4
22575972,11,3
20153584,11,5
278719,11,1
248409,11,5
38178773,11,1
247946,11,5
245762,11,5
378260,11,5
19493521,11,5
249943,11,1
304581,11,5
249445,11,5
248163,11,5
284551,11,5
246942,11,5
248411,11,5
268556,11,3
248621,11,2
246392,11,1
260700,11,5
3167915,11,1
249531,11,5
9058328,11,4
246165,11,3
9938470,11,5
247440,11,5
13560602,11,1
250084,11,4
9058328,11,3
245740,11,5
9438812,11,3
267328,11,3
248056,11,2
248033,11,5
13882263,11,1
248690,11,5
246816,11,5
9950642,11,1
305343,11,3
405654,11,5
248950,11,5
246562,11,5
246194,11,5
303427,11,4
258604,11,5
248147,11,5
248617,11,5
279887,11,5
249607,11,1
247095,11,5
247684,11,5
38101147,11,5
263467,11,5
23749609,11,5
19491560,11,5
9569814,11,5
265056,11,5
249557,11,5
251625,11,4
287738,11,3
251958,11,4
255706,11,5
37020176,11,1
256175,11,1
10769537,11,5
250929,11,5
14482085,11,2
248515,11,5
250399,11,5
19881516,11,2
274627,11,1
18599686,11,5
28485807,11,1
250828,11,5
2911524,11,1
8882841,11,2
250426,11,2
248670,11,5
247387,11,3
19895589,11,1
13536370,11,5
249270,11,4
247139,11,5
353951,11,5
18653675,11,5
247223,11,5
256660,11,2
258065,11,5
245975,11,5
247369,11,5
306476,11,5
18650732,11,1
12292260,11,1
252820,11,1
247716,11,5
250399,12,5
256873,12,5
246338,12,1
248947,12,5
250426,12,1
286460,12,5
9043442,12,1
286159,12,5
252777,12,5
246270,12,5
18653675,12,5
8851113,12,1
246194,12,5
248474,12,5
247519,12,5
9568945,12,5
278719,12,1
252780,12,3
8998523,12,5
253246,12,3
245878,12,5
250084,12,5
255406,12,2
248039,12,5
13495251,12,2
253021,12,4
38268451,12,1
246801,12,5
247440,12,5
250831,12,5
251719,12,4
322598,12,5
262853,12,2
367421,12,1
266512,12,1
246437,12,5
9438812,12,2
249305,12,1
27222482,12,1
247770,12,5
245722,12,3
248299,12,5
246107,12,5
251282,12,5
271198,12,5
245755,12,3
251312,12,5
360403,12,5
1000016641,12,5
299040,12,5
14146397,12,1
248426,12,5
18650732,12,1
264423,12,2
373239,12,3
250622,12,5
249531,12,5
26234004,12,1
271094,12,5
254498,12,3
19895589,12,1
248776,12,1
13522718,12,5
312386,12,1
13882263,12,1
269811,12,5
252341,12,5
23936030,12,4
264772,12,5
247286,12,5
250327,12,5
261395,12,5
245744,12,5
